algo,universe,env,seed,time,model_size,replay_ratio
bbf_dac-m-rr2,myo,myo-reach-hard,1,814,m,2
bbf_dac-m-rr2,myo,myo-pose,1,796,m,2
bbf_dac-m-rr2,myo,myo-pose-hard,1,813,m,2
bbf_dac-m-rr2,myo,myo-obj-hold,1,806,m,2
bbf_dac-m-rr2,myo,myo-obj-hold-hard,1,808,m,2
bbf_dac-m-rr2,myo,myo-key-turn,1,827,m,2
bbf_dac-m-rr2,myo,myo-key-turn-hard,1,822,m,2
bbf_dac-m-rr2,myo,myo-pen-twirl,1,764,m,2
bbf_dac-m-rr2,myo,myo-pen-twirl-hard,1,757,m,2
bbf_dac-m-rr5,myo,myo-reach,1,1530,m,5
bbf_dac-m-rr5,myo,myo-reach-hard,1,1520,m,5
bbf_dac-m-rr5,myo,myo-pose,1,1489,m,5
bbf_dac-m-rr5,myo,myo-pose-hard,1,1507,m,5
bbf_dac-m-rr5,myo,myo-obj-hold,1,1516,m,5
bbf_dac-m-rr5,myo,myo-obj-hold-hard,1,1503,m,5
bbf_dac-m-rr5,myo,myo-key-turn,1,1519,m,5
bbf_dac-m-rr5,myo,myo-key-turn-hard,1,1512,m,5
bbf_dac-m-rr5,myo,myo-pen-twirl,1,1436,m,5
bbf_dac-m-rr5,myo,myo-pen-twirl-hard,1,1440,m,5
bbf_dac-l-rr1,myo,myo-reach,1,715,l,1
bbf_dac-l-rr1,myo,myo-reach-hard,1,718,l,1
bbf_dac-l-rr1,myo,myo-pose,1,698,l,1
bbf_dac-l-rr1,myo,myo-pose-hard,1,719,l,1
bbf_dac-l-rr1,myo,myo-obj-hold,1,729,l,1
bbf_dac-l-rr1,myo,myo-obj-hold-hard,1,736,l,1
bbf_dac-l-rr1,myo,myo-key-turn,1,741,l,1
bbf_dac-l-rr1,myo,myo-key-turn-hard,1,743,l,1
bbf_dac-l-rr1,myo,myo-pen-twirl,1,672,l,1
bbf_dac-l-rr1,myo,myo-pen-twirl-hard,1,669,l,1
bbf_dac-l-rr10,myo,myo-reach,1,3617,l,10
bbf_dac-l-rr10,myo,myo-reach-hard,1,3562,l,10
bbf_dac-l-rr10,myo,myo-pose,1,3534,l,10
bbf_dac-l-rr10,myo,myo-pose-hard,1,3604,l,10
bbf_dac-l-rr10,myo,myo-obj-hold,1,3547,l,10
bbf_dac-l-rr10,myo,myo-obj-hold-hard,1,3596,l,10
bbf_dac-l-rr10,myo,myo-key-turn,1,3594,l,10
bbf_dac-l-rr10,myo,myo-key-turn-hard,1,3572,l,10
bbf_dac-l-rr10,myo,myo-pen-twirl,1,3535,l,10
bbf_dac-l-rr10,myo,myo-pen-twirl-hard,1,3523,l,10
bbf_dac-l-rr15,myo,myo-reach,1,5107,l,15
bbf_dac-l-rr15,myo,myo-reach-hard,1,5099,l,15
bbf_dac-l-rr15,myo,myo-pose,1,5121,l,15
bbf_dac-l-rr15,myo,myo-pose-hard,1,5137,l,15
bbf_dac-l-rr15,myo,myo-obj-hold,1,5133,l,15
bbf_dac-l-rr15,myo,myo-obj-hold-hard,1,5057,l,15
bbf_dac-l-rr15,myo,myo-key-turn,1,5094,l,15
bbf_dac-l-rr15,myo,myo-key-turn-hard,1,5102,l,15
bbf_dac-l-rr15,myo,myo-pen-twirl,1,5043,l,15
bbf_dac-l-rr15,myo,myo-pen-twirl-hard,1,4983,l,15
bbf_dac-l-rr2,myo,myo-reach,1,1040,l,2
bbf_dac-l-rr2,myo,myo-reach-hard,1,1031,l,2
bbf_dac-l-rr2,myo,myo-pose,1,1000,l,2
bbf_dac-l-rr2,myo,myo-pose-hard,1,1035,l,2
bbf_dac-l-rr2,myo,myo-obj-hold,1,1040,l,2
bbf_dac-l-rr2,myo,myo-obj-hold-hard,1,1043,l,2
bbf_dac-l-rr2,myo,myo-key-turn,1,1058,l,2
bbf_dac-l-rr2,myo,myo-key-turn-hard,1,1052,l,2
bbf_dac-l-rr2,myo,myo-pen-twirl,1,946,l,2
bbf_dac-l-rr2,myo,myo-pen-twirl-hard,1,932,l,2
bbf_dac-l-rr5,myo,myo-reach,1,2005,l,5
bbf_dac-l-rr5,myo,myo-reach-hard,1,1972,l,5
bbf_dac-l-rr5,myo,myo-pose,1,1952,l,5
bbf_dac-l-rr5,myo,myo-pose-hard,1,1977,l,5
bbf_dac-l-rr5,myo,myo-obj-hold,1,1974,l,5
bbf_dac-l-rr5,myo,myo-obj-hold-hard,1,1983,l,5
bbf_dac-l-rr5,myo,myo-key-turn,1,2011,l,5
bbf_dac-l-rr5,myo,myo-key-turn-hard,1,1977,l,5
bbf_dac-l-rr5,myo,myo-pen-twirl,1,1914,l,5
bbf_dac-l-rr5,myo,myo-pen-twirl-hard,1,1920,l,5
bbf_dac-xl-rr1,myo,myo-reach,1,897,xl,1
bbf_dac-xl-rr1,myo,myo-reach-hard,1,885,xl,1
bbf_dac-xl-rr1,myo,myo-pose,1,863,xl,1
bbf_dac-xl-rr1,myo,myo-pose-hard,1,886,xl,1
bbf_dac-xl-rr1,myo,myo-obj-hold,1,884,xl,1
bbf_dac-xl-rr1,myo,myo-obj-hold-hard,1,892,xl,1
bbf_dac-xl-rr1,myo,myo-key-turn,1,915,xl,1
bbf_dac-xl-rr1,myo,myo-key-turn-hard,1,909,xl,1
bbf_dac-xl-rr1,myo,myo-pen-twirl,1,833,xl,1
bbf_dac-xl-rr1,myo,myo-pen-twirl-hard,1,846,xl,1
bbf_dac-xl-rr10,myo,myo-reach,1,5725,xl,10
bbf_dac-xl-rr10,myo,myo-reach-hard,1,5719,xl,10
bbf_dac-xl-rr10,myo,myo-pose,1,5671,xl,10
bbf_dac-xl-rr10,myo,myo-pose-hard,1,5703,xl,10
bbf_dac-xl-rr10,myo,myo-obj-hold,1,5680,xl,10
bbf_dac-xl-rr10,myo,myo-obj-hold-hard,1,5646,xl,10
bbf_dac-xl-rr10,myo,myo-key-turn,1,5686,xl,10
bbf_dac-xl-rr10,myo,myo-key-turn-hard,1,5619,xl,10
bbf_dac-xl-rr10,myo,myo-pen-twirl,1,5645,xl,10
bbf_dac-xl-rr10,myo,myo-pen-twirl-hard,1,5613,xl,10
bbf_dac-xl-rr15,myo,myo-reach,1,8336,xl,15
bbf_dac-xl-rr15,myo,myo-reach-hard,1,8328,xl,15
bbf_dac-xl-rr15,myo,myo-pose,1,8278,xl,15
bbf_dac-xl-rr15,myo,myo-pose-hard,1,8402,xl,15
bbf_dac-xl-rr15,myo,myo-obj-hold,1,8346,xl,15
bbf_dac-xl-rr15,myo,myo-obj-hold-hard,1,8362,xl,15
bbf_dac-xl-rr15,myo,myo-key-turn,1,8377,xl,15
bbf_dac-xl-rr15,myo,myo-key-turn-hard,1,8281,xl,15
bbf_dac-xl-rr15,myo,myo-pen-twirl,1,8241,xl,15
bbf_dac-xl-rr15,myo,myo-pen-twirl-hard,1,8373,xl,15
bbf_dac-xl-rr2,myo,myo-reach,1,1292,xl,2
bbf_dac-xl-rr2,myo,myo-reach-hard,1,1289,xl,2
bbf_dac-xl-rr2,myo,myo-pose,1,1269,xl,2
bbf_dac-xl-rr2,myo,myo-pose-hard,1,1286,xl,2
bbf_dac-xl-rr2,myo,myo-obj-hold,1,1263,xl,2
bbf_dac-xl-rr2,myo,myo-obj-hold-hard,1,1298,xl,2
bbf_dac-xl-rr2,myo,myo-key-turn,1,1297,xl,2
bbf_dac-xl-rr2,myo,myo-key-turn-hard,1,1277,xl,2
bbf_dac-xl-rr2,myo,myo-pen-twirl,1,1248,xl,2
bbf_dac-xl-rr2,myo,myo-pen-twirl-hard,1,1215,xl,2
bbf_dac-xl-rr5,myo,myo-reach,1,3017,xl,5
bbf_dac-xl-rr5,myo,myo-reach-hard,1,2998,xl,5
bbf_dac-xl-rr5,myo,myo-pose,1,2988,xl,5
bbf_dac-xl-rr5,myo,myo-pose-hard,1,3015,xl,5
bbf_dac-xl-rr5,myo,myo-obj-hold,1,2992,xl,5
bbf_dac-xl-rr5,myo,myo-obj-hold-hard,1,2998,xl,5
bbf_dac-xl-rr5,myo,myo-key-turn,1,3035,xl,5
bbf_dac-xl-rr5,myo,myo-key-turn-hard,1,3005,xl,5
bbf_dac-xl-rr5,myo,myo-pen-twirl,1,2945,xl,5
bbf_dac-xl-rr5,myo,myo-pen-twirl-hard,1,2952,xl,5
